"","sub","consistency","rotation","imgID","imagename","movable","correct","response_time"
"61",1,"con","noncanon",29,"029_Klavier_Fluegel",0,1,794
"62",1,"incon","noncanon",100,"100_Besteck_Loeffel",1,1,1126
"63",1,"con","noncanon",107,"107_Kranz_Adventskranz",1,1,949
"64",1,"incon","canon",1,"001_Baum_Bonsai",0,1,699
"65",1,"con","noncanon",45,"045_Lampe_Wandlampe",0,1,1105
"66",1,"incon","noncanon",24,"024_Glas_Trinkglas",1,1,1543
"67",1,"con","canon",83,"083_Ventilator_Standventilator",0,1,705
"68",1,"incon","canon",73,"073_Telefon_Schnurtelefon",1,1,1219
"70",1,"con","noncanon",53,"053_Regal_Wandregal",0,1,817
"71",1,"incon","noncanon",54,"054_Schrank_Bueroschrank",0,1,1218
"72",1,"incon","canon",20,"020_Drucker_Multifunktionsdrucker",0,1,922
"73",1,"con","canon",14,"014_Blume_Sonnenblume",1,1,649
"75",1,"incon","noncanon",108,"108_MP3player",1,1,2288
"76",1,"con","noncanon",55,"055_Schrank_Kleiderschrank",0,1,1075
"77",1,"con","canon",96,"096_Auto_Oldtimer",0,1,776
"78",1,"incon","noncanon",120,"120_Knoblauch",1,1,803
"79",1,"con","canon",40,"040_Lampe_Deckenlampe",0,1,765
"81",1,"con","noncanon",89,"089_Eimer_Muelleimer",1,1,1093
"82",1,"incon","canon",64,"064_Sofa_Ledersofa",0,1,708
"83",1,"incon","noncanon",38,"038_Toaster_2ScheibenToaster",1,1,1115
"84",1,"incon","canon",31,"031_Muelltonne",0,1,647
"85",1,"con","canon",8,"008_Bildschirm_Desktop",0,1,476
"86",1,"incon","canon",49,"049_Nuss_Pistazie",1,1,674
"87",1,"incon","canon",26,"026_Kamera_Digitalkamera",1,1,859
"88",1,"con","canon",41,"041_Lampe_Schreibtischlampe",1,1,634
"89",1,"con","canon",10,"010_Blume_Gaenseblume",1,1,557
"90",1,"incon","canon",94,"094_Boot_Segelschiff",0,1,753
"91",1,"con","noncanon",95,"095_Boot_Kreuzfahrtschiff",0,1,767
"93",1,"con","canon",90,"090_Flugzeug_Zweiteweltkriegsflieger",0,1,608
"95",1,"incon","noncanon",34,"034_Korb_Waeschekorb",1,1,865
"96",1,"incon","canon",18,"018_Computer_Tablet",1,0,1749
"98",1,"incon","noncanon",77,"077_Tisch_Rundtisch",0,1,937
"99",1,"incon","canon",48,"048_Nuss_Mandel",1,1,564
"102",1,"con","canon",85,"085_Auto_Pickuptruck",0,1,630
"103",1,"con","noncanon",17,"017_Computer_PC",0,1,988
"104",1,"incon","noncanon",75,"075_Tisch_Etagentisch",0,1,1938
"105",1,"incon","noncanon",81,"081_Uhr_Digitaluhr",1,1,1100
"106",1,"incon","canon",2,"002_Baum_Palme",0,1,790
"108",1,"con","noncanon",35,"035_Kaffeemaschine_Espressomaschine",0,1,961
"111",1,"con","noncanon",37,"037_Mixer_Standmixer",1,1,3173
"112",1,"incon","noncanon",30,"030_Wippe",0,1,953
"113",1,"con","canon",86,"086_Auto_Polizeiauto",0,1,656
"114",1,"con","noncanon",88,"088_Flugzeug_Kampfflieger",0,1,861
"115",1,"incon","noncanon",93,"093_Boot_Kanu",1,1,3067
"116",1,"incon","noncanon",44,"044_Lampe_Tischleuchte",1,1,707
"117",1,"con","noncanon",72,"072_Sessel_Ledersessel",0,1,657
"118",1,"incon","noncanon",50,"050_Nuss_Wallnuss",1,1,582
"119",1,"con","canon",99,"099_Eimer_Wassereimer",1,1,845
"121",1,"incon","canon",97,"097_Besteck_Gabel",1,1,906
"123",1,"incon","canon",84,"084_Ventilator_Tischventilator",1,1,901
"124",1,"incon","canon",59,"059_Sitzbank_Holzbank_ohne_Lehne",0,1,1108
"125",1,"incon","canon",68,"068_Stuhl_Holzstuhl",1,1,735
"127",1,"incon","canon",11,"011_Blume_Kaktus",0,1,1529
"128",1,"incon","noncanon",4,"004_Baum_Weide",0,0,1959
"129",1,"incon","canon",117,"117_Muffin",1,1,761
"130",1,"incon","canon",92,"092_Boot_Ruderboot",1,1,629
"132",1,"con","noncanon",60,"060_Sitzbank_Schaukelbank",0,1,673
"133",1,"con","noncanon",57,"057_Seife_Kernseife",1,1,906
"134",1,"con","canon",98,"098_Auto_Van",0,1,622
"136",1,"incon","noncanon",12,"012_Blume_Orchidee",1,1,919
"140",1,"incon","noncanon",71,"071_Stuhl_Schreibtischstuhl",1,1,781
"141",1,"incon","noncanon",74,"074_Telefon_Smartphone",1,0,1964
"142",1,"incon","noncanon",79,"079_Tisch_Schreibtisch",0,1,3173
"143",1,"incon","canon",21,"021_Gitarre_Akustikgitarre",1,1,521
"147",1,"incon","noncanon",9,"009_Bildschirm_Flachbildfernseher",0,0,972
"149",1,"incon","canon",39,"039_Wasserkocher_moderner_Wasserkocher",1,1,720
"150",1,"incon","canon",118,"118_Pilz_Champignon",1,1,844
"152",1,"con","canon",87,"087_Auto_Panzer",0,1,2309
"153",1,"con","noncanon",46,"046_Besteck_Messer",1,1,912
"154",1,"con","canon",3,"003_Baum_Tanne",0,1,517
"156",1,"con","canon",5,"005_Bett_Doppelbett",0,1,603
"158",10,"con","canon",89,"089_Eimer_Muelleimer",1,1,2143
"159",10,"incon","noncanon",112,"112_Wanne_Badewanne",0,1,1344
"160",10,"incon","noncanon",69,"069_Stuhl_Rollstuhl",1,0,1509
"162",10,"con","noncanon",12,"012_Blume_Orchidee",1,1,2338
"163",10,"con","canon",71,"071_Stuhl_Schreibtischstuhl",1,1,1177
"164",10,"con","noncanon",101,"101_Becken_Waschbecken",0,1,1876
"165",10,"con","canon",50,"050_Nuss_Wallnuss",1,1,1037
"166",10,"con","canon",49,"049_Nuss_Pistazie",1,1,1656
"167",10,"con","canon",68,"068_Stuhl_Holzstuhl",1,1,941
"168",10,"incon","noncanon",34,"034_Korb_Waeschekorb",1,1,995
"170",10,"incon","canon",16,"016_Computer_Laptop",1,1,734
"171",10,"con","canon",62,"062_Sofa_Dreiersofa",0,1,793
"173",10,"incon","canon",87,"087_Auto_Panzer",0,0,1202
"175",10,"con","canon",108,"108_MP3player",1,1,953
"176",10,"incon","noncanon",74,"074_Telefon_Smartphone",1,0,1585
"178",10,"con","canon",78,"078_Tisch_Sofatisch",0,1,926
"179",10,"incon","noncanon",110,"110_Tretauto",1,1,1070
"180",10,"con","canon",95,"095_Boot_Kreuzfahrtschiff",0,1,1316
"182",10,"incon","noncanon",64,"064_Sofa_Ledersofa",0,0,1446
"183",10,"incon","noncanon",20,"020_Drucker_Multifunktionsdrucker",0,1,831
"184",10,"incon","noncanon",54,"054_Schrank_Bueroschrank",0,0,1611
"185",10,"con","noncanon",30,"030_Wippe",0,1,1567
"186",10,"incon","canon",25,"025_Glas_Weinglas",1,1,507
"188",10,"con","noncanon",88,"088_Flugzeug_Kampfflieger",0,1,1117
"189",10,"con","noncanon",14,"014_Blume_Sonnenblume",1,1,1510
"190",10,"incon","noncanon",52,"052_Regal_Metallregal",0,1,1589
"192",10,"con","noncanon",7,"007_Bett_Krankenhausbett",0,1,1081
"193",10,"incon","noncanon",100,"100_Besteck_Loeffel",1,1,835
"194",10,"incon","canon",102,"102_Bett_Kinderbett",1,1,672
"195",10,"incon","canon",111,"111_Wagen_Einkaufswagen",1,1,558
"196",10,"con","noncanon",63,"063_Sofa_Ecksofa",0,1,952
"197",10,"incon","noncanon",9,"009_Bildschirm_Flachbildfernseher",0,0,1320
"198",10,"incon","canon",17,"017_Computer_PC",0,1,979
"199",10,"incon","canon",117,"117_Muffin",1,1,876
"200",10,"con","canon",11,"011_Blume_Kaktus",0,0,973
"201",10,"incon","noncanon",10,"010_Blume_Gaenseblume",1,1,574
"202",10,"con","canon",51,"051_Regal_Holzregal",0,1,701
"203",10,"incon","canon",6,"006_Bett_Einzelbett",0,1,693
"204",10,"con","canon",116,"116_Kamin",0,1,554
"205",10,"incon","noncanon",81,"081_Uhr_Digitaluhr",1,0,1074
"206",10,"incon","noncanon",85,"085_Auto_Pickuptruck",0,1,1077
"207",10,"con","canon",98,"098_Auto_Van",0,1,718
"208",10,"con","noncanon",83,"083_Ventilator_Standventilator",0,1,911
"209",10,"incon","canon",27,"027_Kamera_Spiegelreflexkamera",1,1,581
"210",10,"incon","noncanon",82,"082_Schaukelpferd",1,1,818
"211",10,"incon","noncanon",60,"060_Sitzbank_Schaukelbank",0,1,676
"212",10,"con","noncanon",109,"109_Router",1,1,902
"213",10,"con","noncanon",2,"002_Baum_Palme",0,1,497
"214",10,"con","noncanon",86,"086_Auto_Polizeiauto",0,1,492
"215",10,"con","noncanon",56,"056_Seife_Fluessigseife",1,0,1324
"216",10,"incon","canon",24,"024_Glas_Trinkglas",1,1,600
"217",10,"incon","noncanon",119,"119_Paprika",1,1,573
"218",10,"con","canon",106,"106_Hydrant",1,1,455
"219",10,"con","canon",90,"090_Flugzeug_Zweiteweltkriegsflieger",0,1,402
"220",10,"con","canon",48,"048_Nuss_Mandel",1,1,455
"221",10,"incon","canon",97,"097_Besteck_Gabel",1,1,414
"222",10,"con","noncanon",42,"042_Lampe_Stehlampe",0,1,701
"224",10,"con","noncanon",3,"003_Baum_Tanne",0,1,716
"225",10,"incon","canon",37,"037_Mixer_Standmixer",1,1,620
"227",10,"con","noncanon",47,"047_Nuss_Erdnuss",1,1,421
"228",10,"incon","canon",28,"028_Wasserkocher_retroWasserkocher",1,1,772
"230",10,"incon","canon",66,"066_Stuhl_Barstuhl",1,1,527
"231",10,"incon","canon",5,"005_Bett_Doppelbett",0,1,594
"232",10,"incon","noncanon",39,"039_Wasserkocher_moderner_Wasserkocher",1,1,766
"233",10,"con","noncanon",104,"104_Fahrradstaender",1,1,629
"234",10,"con","noncanon",113,"113_Brezel",1,1,577
"235",10,"incon","canon",21,"021_Gitarre_Akustikgitarre",1,1,392
"236",10,"incon","noncanon",92,"092_Boot_Ruderboot",1,1,641
"237",10,"con","canon",29,"029_Klavier_Fluegel",0,1,449
"238",10,"incon","noncanon",31,"031_Muelltonne",0,1,1207
"239",10,"con","noncanon",72,"072_Sessel_Ledersessel",0,1,790
"244",10,"con","canon",77,"077_Tisch_Rundtisch",0,1,477
"245",10,"con","canon",19,"019_Drucker_Heimdrucker",0,1,743
"246",10,"con","canon",55,"055_Schrank_Kleiderschrank",0,1,474
"247",10,"incon","canon",46,"046_Besteck_Messer",1,1,644
"248",10,"con","canon",22,"022_Gitarre_Elektrogitarre",1,1,410
"249",10,"incon","canon",44,"044_Lampe_Tischleuchte",1,1,391
"250",10,"incon","noncanon",70,"070_Stuhl_Schalenstuhl",1,1,565
"251",10,"con","noncanon",58,"058_Sitzbank_Holzbank_mit_Lehne",0,1,1002
"252",10,"incon","noncanon",59,"059_Sitzbank_Holzbank_ohne_Lehne",0,1,713
"253",10,"con","canon",32,"032_Kopfhoerer_Earbudohrhoerer",1,1,588
"254",10,"incon","noncanon",84,"084_Ventilator_Tischventilator",1,1,623
"255",10,"incon","noncanon",33,"033_Kopfhoerer_Muschelkopfhoerer",1,1,652
"256",10,"con","canon",75,"075_Tisch_Etagentisch",0,1,348
"259",10,"incon","canon",65,"065_Sofa_Zweiersofa",0,1,626
"260",10,"con","noncanon",45,"045_Lampe_Wandlampe",0,1,1256
"261",10,"con","canon",76,"076_Tisch_Holztisch",0,1,530
"262",10,"con","noncanon",96,"096_Auto_Oldtimer",0,1,831
"264",10,"incon","noncanon",4,"004_Baum_Weide",0,1,683
"265",10,"incon","canon",79,"079_Tisch_Schreibtisch",0,1,866
"266",10,"incon","noncanon",8,"008_Bildschirm_Desktop",0,1,938
"267",10,"incon","canon",40,"040_Lampe_Deckenlampe",0,1,539
"268",10,"incon","canon",73,"073_Telefon_Schnurtelefon",1,1,1108
"269",10,"incon","canon",80,"080_Uhr_Armbanduhr",1,1,877
"270",10,"incon","noncanon",41,"041_Lampe_Schreibtischlampe",1,0,1632
"273",10,"con","noncanon",1,"001_Baum_Bonsai",0,0,1828
"275",10,"incon","canon",93,"093_Boot_Kanu",1,0,896
"276",10,"incon","canon",53,"053_Regal_Wandregal",0,1,660
"277",10,"incon","canon",107,"107_Kranz_Adventskranz",1,1,647
"279",10,"con","noncanon",91,"091_Flugzeug_Segelflieger",0,1,613
"280",10,"con","noncanon",18,"018_Computer_Tablet",1,1,2216
"282",10,"con","noncanon",94,"094_Boot_Segelschiff",0,1,1081
"284",10,"con","canon",99,"099_Eimer_Wassereimer",1,1,1179
"287",10,"con","noncanon",35,"035_Kaffeemaschine_Espressomaschine",0,1,822
"288",10,"con","noncanon",15,"015_Blume_Tulpen",1,1,1180
"291",10,"incon","noncanon",61,"061_Sitzbank_Baumbank",0,1,1762
"292",10,"con","noncanon",26,"026_Kamera_Digitalkamera",1,1,848
"294",10,"con","noncanon",57,"057_Seife_Kernseife",1,1,847
"295",10,"con","canon",36,"036_Roller",1,1,828
"297",10,"con","canon",13,"013_Blume_Rosen",1,1,571
"298",10,"incon","noncanon",114,"114_Brokkoli",1,1,1260
"299",10,"con","canon",115,"115_Kaefig_Vogelkaefig",0,1,838
"301",10,"incon","canon",120,"120_Knoblauch",1,1,657
"302",10,"incon","canon",38,"038_Toaster_2ScheibenToaster",1,1,857
"306",10,"con","canon",118,"118_Pilz_Champignon",1,1,326
"307",10,"incon","canon",43,"043_Lampe_Strassenlaterne",0,1,548
"308",10,"incon","canon",103,"103_Zahnbuerste",0,1,511
"309",10,"con","canon",105,"105_Geschenk",0,0,424
"310",10,"con","noncanon",23,"023_Glas_Sektglas",1,1,979
"312",10,"incon","noncanon",67,"067_Stuhl_Buerostuhl",1,1,705
"313",11,"con","noncanon",67,"067_Stuhl_Buerostuhl",1,0,1154
"314",11,"con","canon",53,"053_Regal_Wandregal",0,0,1101
"316",11,"incon","canon",68,"068_Stuhl_Holzstuhl",1,1,601
"317",11,"con","noncanon",100,"100_Besteck_Loeffel",1,1,642
"318",11,"con","noncanon",69,"069_Stuhl_Rollstuhl",1,1,991
"321",11,"con","noncanon",74,"074_Telefon_Smartphone",1,0,866
"322",11,"con","canon",103,"103_Zahnbuerste",0,1,770
"325",11,"con","canon",17,"017_Computer_PC",0,1,1216
"326",11,"incon","noncanon",30,"030_Wippe",0,1,1182
"327",11,"con","canon",87,"087_Auto_Panzer",0,1,1166
"329",11,"con","noncanon",39,"039_Wasserkocher_moderner_Wasserkocher",1,1,819
"330",11,"con","noncanon",52,"052_Regal_Metallregal",0,1,674
"331",11,"incon","noncanon",47,"047_Nuss_Erdnuss",1,0,717
"332",11,"incon","canon",75,"075_Tisch_Etagentisch",0,1,1170
"334",11,"con","canon",107,"107_Kranz_Adventskranz",1,1,805
"336",11,"incon","canon",55,"055_Schrank_Kleiderschrank",0,1,932
"337",11,"incon","canon",36,"036_Roller",1,1,640
"338",11,"incon","noncanon",26,"026_Kamera_Digitalkamera",1,1,1135
"339",11,"incon","noncanon",72,"072_Sessel_Ledersessel",0,0,988
"340",11,"con","canon",6,"006_Bett_Einzelbett",0,1,1095
"341",11,"con","canon",44,"044_Lampe_Tischleuchte",1,1,727
"342",11,"incon","canon",99,"099_Eimer_Wassereimer",1,1,728
"343",11,"incon","noncanon",23,"023_Glas_Sektglas",1,1,1266
"344",11,"incon","noncanon",63,"063_Sofa_Ecksofa",0,1,650
"345",11,"con","canon",21,"021_Gitarre_Akustikgitarre",1,1,456
"346",11,"incon","noncanon",109,"109_Router",1,0,1014
"347",11,"incon","noncanon",104,"104_Fahrradstaender",1,1,1198
"348",11,"con","noncanon",60,"060_Sitzbank_Schaukelbank",0,1,876
"350",11,"incon","canon",48,"048_Nuss_Mandel",1,1,970
"351",11,"con","canon",117,"117_Muffin",1,1,732
"352",11,"incon","noncanon",2,"002_Baum_Palme",0,1,461
"353",11,"incon","noncanon",56,"056_Seife_Fluessigseife",1,0,868
"355",11,"con","canon",38,"038_Toaster_2ScheibenToaster",1,1,1132
"356",11,"incon","noncanon",91,"091_Flugzeug_Segelflieger",0,1,722
"357",11,"con","canon",66,"066_Stuhl_Barstuhl",1,1,667
"358",11,"con","noncanon",8,"008_Bildschirm_Desktop",0,1,755
"360",11,"incon","canon",50,"050_Nuss_Wallnuss",1,1,553
"361",11,"con","noncanon",54,"054_Schrank_Bueroschrank",0,1,1463
"362",11,"con","canon",79,"079_Tisch_Schreibtisch",0,1,720
"363",11,"incon","canon",76,"076_Tisch_Holztisch",0,1,484
"364",11,"con","noncanon",31,"031_Muelltonne",0,1,1424
"365",11,"incon","canon",19,"019_Drucker_Heimdrucker",0,1,1021
"366",11,"con","canon",43,"043_Lampe_Strassenlaterne",0,1,595
"368",11,"con","noncanon",41,"041_Lampe_Schreibtischlampe",1,1,1498
"369",11,"incon","noncanon",83,"083_Ventilator_Standventilator",0,1,907
"370",11,"con","canon",120,"120_Knoblauch",1,1,633
"371",11,"con","noncanon",33,"033_Kopfhoerer_Muschelkopfhoerer",1,1,675
"372",11,"incon","canon",105,"105_Geschenk",0,1,846
"376",11,"con","noncanon",61,"061_Sitzbank_Baumbank",0,1,844
"377",11,"incon","noncanon",101,"101_Becken_Waschbecken",0,1,1261
"378",11,"incon","noncanon",7,"007_Bett_Krankenhausbett",0,1,2147
"379",11,"con","canon",28,"028_Wasserkocher_retroWasserkocher",1,1,880
"381",11,"incon","noncanon",18,"018_Computer_Tablet",1,1,2036
"382",11,"incon","noncanon",14,"014_Blume_Sonnenblume",1,1,890
"383",11,"con","noncanon",9,"009_Bildschirm_Flachbildfernseher",0,0,902
"384",11,"incon","canon",115,"115_Kaefig_Vogelkaefig",0,1,1085
"390",11,"con","noncanon",119,"119_Paprika",1,1,861
"391",11,"incon","canon",116,"116_Kamin",0,1,1156
"392",11,"incon","canon",62,"062_Sofa_Dreiersofa",0,1,716
"394",11,"con","noncanon",64,"064_Sofa_Ledersofa",0,1,1258
"395",11,"con","noncanon",84,"084_Ventilator_Tischventilator",1,1,884
"396",11,"incon","canon",32,"032_Kopfhoerer_Earbudohrhoerer",1,1,1090
"397",11,"incon","canon",108,"108_MP3player",1,1,1066
"398",11,"con","canon",65,"065_Sofa_Zweiersofa",0,1,744
"399",11,"con","canon",5,"005_Bett_Doppelbett",0,1,656
"400",11,"con","noncanon",110,"110_Tretauto",1,1,665
"401",11,"con","canon",24,"024_Glas_Trinkglas",1,1,564
"402",11,"con","canon",27,"027_Kamera_Spiegelreflexkamera",1,1,487
"403",11,"incon","noncanon",57,"057_Seife_Kernseife",1,1,650
"405",11,"con","noncanon",34,"034_Korb_Waeschekorb",1,1,730
"406",11,"incon","canon",22,"022_Gitarre_Elektrogitarre",1,1,718
"407",11,"incon","noncanon",15,"015_Blume_Tulpen",1,1,598
"408",11,"con","canon",102,"102_Bett_Kinderbett",1,1,655
"409",11,"incon","canon",29,"029_Klavier_Fluegel",0,1,563
"410",11,"con","canon",16,"016_Computer_Laptop",1,1,1183
"411",11,"con","canon",97,"097_Besteck_Gabel",1,1,874
"412",11,"incon","canon",78,"078_Tisch_Sofatisch",0,1,563
"413",11,"con","noncanon",10,"010_Blume_Gaenseblume",1,1,503
"414",11,"incon","noncanon",35,"035_Kaffeemaschine_Espressomaschine",0,1,1148
"415",11,"incon","canon",51,"051_Regal_Holzregal",0,1,801
"417",11,"con","noncanon",114,"114_Brokkoli",1,1,1067
"420",11,"incon","canon",49,"049_Nuss_Pistazie",1,1,797
"423",11,"con","canon",73,"073_Telefon_Schnurtelefon",1,1,1139
"424",11,"incon","canon",106,"106_Hydrant",1,1,815
"425",11,"incon","canon",77,"077_Tisch_Rundtisch",0,1,639
"426",11,"con","noncanon",70,"070_Stuhl_Schalenstuhl",1,1,908
"428",11,"con","canon",111,"111_Wagen_Einkaufswagen",1,1,827
"429",11,"con","noncanon",112,"112_Wanne_Badewanne",0,1,800
"431",11,"con","noncanon",82,"082_Schaukelpferd",1,0,1510
"433",11,"incon","canon",13,"013_Blume_Rosen",1,1,602
"434",11,"incon","canon",89,"089_Eimer_Muelleimer",1,1,1016
"436",11,"con","canon",80,"080_Uhr_Armbanduhr",1,1,699
"438",11,"con","canon",93,"093_Boot_Kanu",1,1,1060
"440",11,"con","noncanon",4,"004_Baum_Weide",0,1,1812
"441",11,"con","canon",37,"037_Mixer_Standmixer",1,1,603
"442",11,"incon","canon",90,"090_Flugzeug_Zweiteweltkriegsflieger",0,1,1122
"443",11,"incon","noncanon",1,"001_Baum_Bonsai",0,1,1273
"444",11,"con","noncanon",59,"059_Sitzbank_Holzbank_ohne_Lehne",0,1,569
"445",11,"incon","noncanon",42,"042_Lampe_Stehlampe",0,1,731
"446",11,"con","canon",46,"046_Besteck_Messer",1,1,486
"447",11,"incon","noncanon",113,"113_Brezel",1,1,468
"448",11,"incon","noncanon",86,"086_Auto_Polizeiauto",0,1,582
"449",11,"incon","noncanon",3,"003_Baum_Tanne",0,1,471
"450",11,"incon","canon",98,"098_Auto_Van",0,1,516
"451",11,"con","canon",25,"025_Glas_Weinglas",1,1,646
"452",11,"incon","canon",71,"071_Stuhl_Schreibtischstuhl",1,1,466
"453",11,"con","canon",40,"040_Lampe_Deckenlampe",0,1,553
"454",11,"incon","noncanon",12,"012_Blume_Orchidee",1,1,578
"455",11,"incon","canon",95,"095_Boot_Kreuzfahrtschiff",0,1,577
"456",11,"incon","noncanon",94,"094_Boot_Segelschiff",0,1,810
"457",11,"incon","canon",118,"118_Pilz_Champignon",1,1,597
"458",11,"incon","noncanon",96,"096_Auto_Oldtimer",0,1,486
"459",11,"con","noncanon",20,"020_Drucker_Multifunktionsdrucker",0,1,913
"460",11,"incon","noncanon",45,"045_Lampe_Wandlampe",0,1,633
"461",11,"con","noncanon",92,"092_Boot_Ruderboot",1,1,565
"463",11,"incon","canon",11,"011_Blume_Kaktus",0,1,556
"465",11,"con","noncanon",81,"081_Uhr_Digitaluhr",1,0,1121
"466",11,"con","noncanon",85,"085_Auto_Pickuptruck",0,1,914
"467",11,"incon","noncanon",88,"088_Flugzeug_Kampfflieger",0,1,1364
"468",11,"incon","noncanon",58,"058_Sitzbank_Holzbank_mit_Lehne",0,1,885
"469",12,"incon","canon",109,"109_Router",1,1,461
"470",12,"incon","noncanon",80,"080_Uhr_Armbanduhr",1,0,616
"471",12,"incon","canon",2,"002_Baum_Palme",0,1,378
"472",12,"con","noncanon",68,"068_Stuhl_Holzstuhl",1,1,499
"474",12,"incon","noncanon",87,"087_Auto_Panzer",0,0,477
"477",12,"incon","canon",63,"063_Sofa_Ecksofa",0,1,450
"478",12,"con","canon",33,"033_Kopfhoerer_Muschelkopfhoerer",1,1,309
"479",12,"con","noncanon",78,"078_Tisch_Sofatisch",0,1,446
"480",12,"incon","canon",23,"023_Glas_Sektglas",1,1,280
"481",12,"con","canon",119,"119_Paprika",1,1,311
"482",12,"incon","noncanon",43,"043_Lampe_Strassenlaterne",0,1,415
"483",12,"incon","canon",83,"083_Ventilator_Standventilator",0,1,337
"484",12,"con","noncanon",108,"108_MP3player",1,0,524
"485",12,"con","canon",60,"060_Sitzbank_Schaukelbank",0,1,289
"487",12,"incon","canon",57,"057_Seife_Kernseife",1,0,493
"488",12,"con","canon",84,"084_Ventilator_Tischventilator",1,1,302
"489",12,"con","noncanon",99,"099_Eimer_Wassereimer",1,1,353
"490",12,"con","noncanon",29,"029_Klavier_Fluegel",0,1,404
"491",12,"incon","noncanon",53,"053_Regal_Wandregal",0,1,418
"493",12,"con","noncanon",76,"076_Tisch_Holztisch",0,1,507
"495",12,"incon","noncanon",93,"093_Boot_Kanu",1,0,370
"496",12,"incon","canon",94,"094_Boot_Segelschiff",0,1,499
"497",12,"con","noncanon",11,"011_Blume_Kaktus",0,1,774
"498",12,"con","noncanon",48,"048_Nuss_Mandel",1,1,397
"499",12,"incon","noncanon",107,"107_Kranz_Adventskranz",1,1,373
"500",12,"incon","noncanon",79,"079_Tisch_Schreibtisch",0,1,360
"501",12,"incon","noncanon",73,"073_Telefon_Schnurtelefon",1,0,549
"502",12,"con","noncanon",32,"032_Kopfhoerer_Earbudohrhoerer",1,1,402
"503",12,"con","noncanon",106,"106_Hydrant",1,1,506
"504",12,"con","canon",10,"010_Blume_Gaenseblume",1,1,350
"506",12,"incon","noncanon",37,"037_Mixer_Standmixer",1,1,534
"507",12,"incon","noncanon",103,"103_Zahnbuerste",0,1,406
